min,max,mean,median,std_dev,1st_quantile,2nd_quantile,3rd_quantile
0.46103689770732253,0.48958909930898753,0.47706699582801326,0.47737027705743296,0.007328779157847168,0.47598722182524716,0.47737027705743296,0.4804373293504709
0.4785408480477656,0.5105785450528988,0.49326713049014664,0.4917213866796796,0.007422514096451716,0.489375313269248,0.4917213866796796,0.4982831746300799
0.4927876915308392,0.5184807158905688,0.5106139635271131,0.5118396121264881,0.005901152369664716,0.5103033744524021,0.5118396121264881,0.5134397206923045
0.50263746345662,0.5320091993604933,0.5203289964579694,0.5209279524321356,0.00697356623868411,0.5160299354459031,0.5209279524321356,0.524941883422204
0.5177532547535769,0.5471324314748338,0.5302707357506642,0.5301353112909426,0.00711734921395976,0.5251958831827022,0.5301353112909426,0.5352423156192387
0.5146329758002652,0.5636174969473028,0.539226381498498,0.5425327938469419,0.011769711544810766,0.5304424655790209,0.5425327938469419,0.5478096740266772
0.5246860644086291,0.5822285055481929,0.5454111888230476,0.5425975271536317,0.012173033335252204,0.5374910814121714,0.5425975271536317,0.5500918797573715
0.5371501005511921,0.5724526057552967,0.5531400194569062,0.5532300358328792,0.007321965607833465,0.5483421273888275,0.5532300358328792,0.5579308373160505
0.5096286867451406,0.5891131493120938,0.5584176723177098,0.5596557074088174,0.014927786694840028,0.555084152911406,0.5596557074088174,0.5681830749367265
0.5317068940173993,0.5856596224228598,0.5644933336580797,0.566772474083129,0.011777226146142513,0.5583595099146232,0.566772474083129,0.5728470488087247
0.5306366858302032,0.6001199542776822,0.5688081664766018,0.5675044233090942,0.01426479385361642,0.5591185178886269,0.5675044233090942,0.578848849602741
0.5244069871478443,0.6061579073931321,0.5729051842362594,0.5740140984626012,0.016003891955013866,0.563331571182867,0.5740140984626012,0.5844801863696877
0.5427168666683697,0.6098547294267553,0.5769234725172723,0.5777209876786277,0.014851726103036629,0.5662229324605232,0.5777209876786277,0.5868309801285516
0.5442102632783594,0.6140407791372876,0.582338731004528,0.5851050503464729,0.014771522472258504,0.5714496093521699,0.5851050503464729,0.5918055618706108
0.5442603139149739,0.6217455053408589,0.5839775083732942,0.5835488012282409,0.015174758797539272,0.5741153199588866,0.5835488012282409,0.5947283775592389
0.5516559878215622,0.6161463684010916,0.5888730354534201,0.5896165675446825,0.011611755617481864,0.5821860368595727,0.5896165675446825,0.5972521668360774
0.554931049875263,0.6428242128127554,0.590816475173444,0.5888981842626624,0.015392742641109357,0.5787917848894014,0.5888981842626624,0.6014851007170212
0.5231439422040126,0.6247027644038081,0.5937620702377046,0.5979356050538063,0.019626791882265064,0.5845833028204784,0.5979356050538063,0.6068288966079269
0.5482501587595712,0.6370248819219568,0.595996742541454,0.5967177957955178,0.0160798528424079,0.584606184083437,0.5967177957955178,0.6069440771718179
0.5289419469239639,0.6397075130759108,0.5954389571185644,0.5979035417428671,0.021917222916366115,0.5796877651397819,0.5979035417428671,0.6122615707088817
0.5502575488060163,0.6513249556592565,0.5991160925954442,0.6002453575680708,0.019035807975562702,0.5864369544005903,0.6002453575680708,0.6124322084396647
0.5442333725687873,0.6397671887770768,0.6014191717117074,0.6025318905791514,0.01741784247473157,0.5919748170947831,0.6025318905791514,0.6133768772479775
